estado,acceso_salud,sexo,anio,trimestre,trimestre_texto,periodo,fecha_fin_trimestre,valor
Aguascalientes,Con acceso a instituciones de salud,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,15279
Aguascalientes,Con acceso a instituciones de salud,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,24622
Aguascalientes,Con acceso a instituciones de salud,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,15371
Aguascalientes,Con acceso a instituciones de salud,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,24232
Aguascalientes,Con acceso a instituciones de salud,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,16809
Aguascalientes,Con acceso a instituciones de salud,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,22598
Aguascalientes,Con acceso a instituciones de salud,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,15950
Aguascalientes,Con acceso a instituciones de salud,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,23686
Aguascalientes,Con acceso a instituciones de salud,Mujer,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,18117
Aguascalientes,Con acceso a instituciones de salud,Hombre,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,25091
Aguascalientes,Con acceso a instituciones de salud,Mujer,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,15430
Aguascalientes,Con acceso a instituciones de salud,Hombre,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,22544
Aguascalientes,Con acceso a instituciones de salud,Mujer,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,16945
Aguascalientes,Con acceso a instituciones de salud,Hombre,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,25322
Aguascalientes,Con acceso a instituciones de salud,Mujer,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,16849
Aguascalientes,Con acceso a instituciones de salud,Hombre,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,25319
Aguascalientes,Con acceso a instituciones de salud,Mujer,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,17072
Aguascalientes,Con acceso a instituciones de salud,Hombre,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,27386
Aguascalientes,Con acceso a instituciones de salud,Mujer,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,16782
Aguascalientes,Con acceso a instituciones de salud,Hombre,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,26012
Aguascalientes,Con acceso a instituciones de salud,Mujer,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,18969
Aguascalientes,Con acceso a instituciones de salud,Hombre,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,25416
Aguascalientes,Con acceso a instituciones de salud,Mujer,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,16963
Aguascalientes,Con acceso a instituciones de salud,Hombre,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,23769
Aguascalientes,Con acceso a instituciones de salud,Mujer,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,17228
Aguascalientes,Con acceso a instituciones de salud,Hombre,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,21907
Aguascalientes,Con acceso a instituciones de salud,Mujer,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,18510
Aguascalientes,Con acceso a instituciones de salud,Hombre,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,20288
Aguascalientes,Con acceso a instituciones de salud,Mujer,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,18408
Aguascalientes,Con acceso a instituciones de salud,Hombre,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,22732
Aguascalientes,Con acceso a instituciones de salud,Mujer,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,22228
Aguascalientes,Con acceso a instituciones de salud,Hombre,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,27451
Aguascalientes,Con acceso a instituciones de salud,Mujer,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,18773
Aguascalientes,Con acceso a instituciones de salud,Hombre,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,28905
Aguascalientes,Con acceso a instituciones de salud,Mujer,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,21532
Aguascalientes,Con acceso a instituciones de salud,Hombre,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,27409
Aguascalientes,Con acceso a instituciones de salud,Mujer,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,21295
Aguascalientes,Con acceso a instituciones de salud,Hombre,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,26380
Aguascalientes,Con acceso a instituciones de salud,Mujer,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,22823
Aguascalientes,Con acceso a instituciones de salud,Hombre,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,30119
Aguascalientes,Con acceso a instituciones de salud,Mujer,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,20065
Aguascalientes,Con acceso a instituciones de salud,Hombre,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,27260
Aguascalientes,Con acceso a instituciones de salud,Mujer,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,20124
Aguascalientes,Con acceso a instituciones de salud,Hombre,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,26990
Aguascalientes,Con acceso a instituciones de salud,Mujer,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,23404
Aguascalientes,Con acceso a instituciones de salud,Hombre,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,29236
Aguascalientes,Con acceso a instituciones de salud,Mujer,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,18036
Aguascalientes,Con acceso a instituciones de salud,Hombre,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,28271
Aguascalientes,Con acceso a instituciones de salud,Mujer,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,20272
Aguascalientes,Con acceso a instituciones de salud,Hombre,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,33143
Aguascalientes,Con acceso a instituciones de salud,Mujer,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,26758
Aguascalientes,Con acceso a instituciones de salud,Hombre,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,34317
Aguascalientes,Con acceso a instituciones de salud,Mujer,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,28502
Aguascalientes,Con acceso a instituciones de salud,Hombre,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,31803
Aguascalientes,Con acceso a instituciones de salud,Mujer,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,23520
Aguascalientes,Con acceso a instituciones de salud,Hombre,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,31127
Aguascalientes,Con acceso a instituciones de salud,Mujer,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,25393
Aguascalientes,Con acceso a instituciones de salud,Hombre,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,31774
Aguascalientes,Con acceso a instituciones de salud,Mujer,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,26505
Aguascalientes,Con acceso a instituciones de salud,Hombre,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,30241
Aguascalientes,Con acceso a instituciones de salud,Mujer,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,23887
Aguascalientes,Con acceso a instituciones de salud,Hombre,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,28312
Aguascalientes,Con acceso a instituciones de salud,Mujer,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,22065
Aguascalientes,No especificado,Hombre,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,124
Aguascalientes,No especificado,Mujer,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,59
Aguascalientes,No especificado,Hombre,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,110
Aguascalientes,No especificado,Mujer,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,158
Aguascalientes,No especificado,Hombre,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,356
Aguascalientes,No especificado,Mujer,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,252
Aguascalientes,No especificado,Hombre,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,352
Aguascalientes,No especificado,Mujer,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,411
Aguascalientes,No especificado,Hombre,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,96
Aguascalientes,No especificado,Mujer,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,154
Aguascalientes,No especificado,Hombre,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,166
Aguascalientes,No especificado,Mujer,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,113
Aguascalientes,No especificado,Hombre,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,86
Aguascalientes,No especificado,Mujer,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,101
Aguascalientes,No especificado,Hombre,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,428
Aguascalientes,No especificado,Mujer,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,425
Aguascalientes,No especificado,Hombre,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,366
Aguascalientes,No especificado,Mujer,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,229
Aguascalientes,No especificado,Mujer,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,108
Aguascalientes,No especificado,Hombre,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,297
Aguascalientes,No especificado,Mujer,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,58
Aguascalientes,No especificado,Hombre,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,226
Aguascalientes,No especificado,Mujer,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,467
Aguascalientes,No especificado,Hombre,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,93
Aguascalientes,No especificado,Mujer,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,99
Aguascalientes,No especificado,Hombre,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,523
Aguascalientes,No especificado,Mujer,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,93
Aguascalientes,No especificado,Hombre,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,192
Aguascalientes,No especificado,Mujer,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,163
Aguascalientes,No especificado,Hombre,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,312
Aguascalientes,No especificado,Mujer,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,95
Aguascalientes,No especificado,Hombre,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,178
Aguascalientes,No especificado,Mujer,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,140
Aguascalientes,No especificado,Hombre,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,119
Aguascalientes,No especificado,Mujer,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,118
Aguascalientes,No especificado,Hombre,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,339
Aguascalientes,No especificado,Mujer,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,349
Aguascalientes,No especificado,Hombre,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,195
Aguascalientes,No especificado,Hombre,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,358
Aguascalientes,No especificado,Hombre,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,290
Aguascalientes,No especificado,Mujer,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,167
Aguascalientes,No especificado,Hombre,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,193
Aguascalientes,No especificado,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,59
Aguascalientes,No especificado,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,104
Aguascalientes,No especificado,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,109
Aguascalientes,No especificado,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,247
Aguascalientes,No especificado,Mujer,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,183
Aguascalientes,No especificado,Hombre,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,110
Aguascalientes,No especificado,Mujer,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,192
Aguascalientes,No especificado,Hombre,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,379
Aguascalientes,No especificado,Hombre,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,416
Aguascalientes,No especificado,Mujer,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,163
Aguascalientes,No especificado,Hombre,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,378
Aguascalientes,No especificado,Mujer,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,114
Aguascalientes,No especificado,Hombre,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,103
Aguascalientes,No especificado,Mujer,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,81
Aguascalientes,No especificado,Hombre,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,349
Aguascalientes,No especificado,Mujer,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,113
Aguascalientes,No especificado,Hombre,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,176
Aguascalientes,No especificado,Mujer,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,327
Aguascalientes,No especificado,Hombre,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,69
Aguascalientes,No especificado,Hombre,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,58
Aguascalientes,No especificado,Hombre,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,86
Aguascalientes,No especificado,Mujer,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,185
Aguascalientes,No especificado,Mujer,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,394
Aguascalientes,No especificado,Hombre,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,212
Aguascalientes,No especificado,Mujer,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,434
Aguascalientes,No especificado,Hombre,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,90
Aguascalientes,No especificado,Hombre,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,324
Aguascalientes,No especificado,Mujer,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,97
Aguascalientes,No especificado,Hombre,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,243
Aguascalientes,No especificado,Mujer,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,229
Aguascalientes,No especificado,Hombre,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,344
Aguascalientes,No especificado,Mujer,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,79
Aguascalientes,No especificado,Hombre,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,205
Aguascalientes,No especificado,Hombre,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,198
Aguascalientes,No especificado,Mujer,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,486
Aguascalientes,No especificado,Hombre,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,276
Aguascalientes,No especificado,Hombre,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,655
Aguascalientes,No especificado,Mujer,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,108
Aguascalientes,No especificado,Hombre,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,112
Aguascalientes,No especificado,Mujer,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,337
Aguascalientes,No especificado,Hombre,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,127
Aguascalientes,No especificado,Mujer,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,253
Aguascalientes,No especificado,Hombre,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,123
Aguascalientes,No especificado,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,468
Aguascalientes,No especificado,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,572
Aguascalientes,No especificado,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,80
Aguascalientes,No especificado,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,245
Aguascalientes,No especificado,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,96
Aguascalientes,No especificado,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,271
Aguascalientes,No especificado,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,736
Aguascalientes,No especificado,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,599
Aguascalientes,No especificado,Mujer,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,518
Aguascalientes,No especificado,Hombre,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,761
Aguascalientes,No especificado,Mujer,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,457
Aguascalientes,No especificado,Hombre,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,336
Aguascalientes,No especificado,Mujer,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,247
Aguascalientes,No especificado,Hombre,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,436
Aguascalientes,No especificado,Mujer,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,358
Aguascalientes,No especificado,Hombre,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,440
